,Dataset,Fold,Method,Metric,Patient,Performance
40238,V-25,3,Cluster,Accuracy,285,0.6551724137931034
40239,V-25,2,Cluster,Recall,285,0.75
40240,V-25,2,Cluster,Precision,285,0.6428571423979591
40241,V-25,2,Cluster,Accuracy,285,0.7241379310344828
40242,V-25,4,Cluster,Recall,285,0.7
40243,V-25,4,Cluster,Precision,285,0.6999999992999999
40244,V-25,4,Cluster,Accuracy,285,0.7857142857142857
40245,V-25,1,Cluster,Recall,284,0.75
40246,V-25,1,Cluster,Precision,284,0.8181818174380164
40247,V-25,1,Cluster,Accuracy,284,0.8275862068965518
40248,V-25,0,Cluster,Recall,284,0.8333333333333334
40249,V-25,0,Cluster,Precision,284,0.9999999993333333
40250,V-25,0,Cluster,Accuracy,284,0.896551724137931
40251,V-25,3,Cluster,Recall,284,0.7
40252,V-25,3,Cluster,Precision,284,0.6363636357851239
40253,V-25,3,Cluster,Accuracy,284,0.7586206896551725
40254,V-25,2,Cluster,Recall,284,0.75
40255,V-25,2,Cluster,Precision,284,0.5999999993999999
40256,V-25,2,Cluster,Accuracy,284,0.793103448275862
40257,V-25,4,Cluster,Recall,284,0.6666666666666666
40258,V-25,4,Cluster,Precision,284,0.5999999993999999
40259,V-25,4,Cluster,Accuracy,284,0.75
40260,V-25,1,Cluster,Recall,287,0.7692307692307693
40261,V-25,1,Cluster,Precision,287,0.7692307686390532
40262,V-25,1,Cluster,Accuracy,287,0.7931034482758621
40263,V-25,0,Cluster,Recall,287,0.8571428571428571
40264,V-25,0,Cluster,Precision,287,0.7499999990624999
40265,V-25,0,Cluster,Accuracy,287,0.896551724137931
40266,V-25,3,Cluster,Recall,287,0.6666666666666666
40267,V-25,3,Cluster,Precision,287,0.6666666659259258
40268,V-25,3,Cluster,Accuracy,287,0.793103448275862
40269,V-25,2,Cluster,Recall,287,0.8571428571428571
40270,V-25,2,Cluster,Precision,287,0.6666666662962962
40271,V-25,2,Cluster,Accuracy,287,0.7241379310344828
40272,V-25,4,Cluster,Recall,287,0.6363636363636364
40273,V-25,4,Cluster,Precision,287,0.8749999989062499
40274,V-25,4,Cluster,Accuracy,287,0.8214285714285714
40275,V-25,1,Cluster,Recall,286,0.8235294117647058
40276,V-25,1,Cluster,Precision,286,0.9999999992857143
40277,V-25,1,Cluster,Accuracy,286,0.896551724137931
40278,V-25,0,Cluster,Recall,286,0.6875
40279,V-25,0,Cluster,Precision,286,0.999999999090909
40280,V-25,0,Cluster,Accuracy,286,0.8275862068965517
40281,V-25,3,Cluster,Recall,286,0.7777777777777778
40282,V-25,3,Cluster,Precision,286,0.8749999989062499
40283,V-25,3,Cluster,Accuracy,286,0.896551724137931
40284,V-25,2,Cluster,Recall,286,0.631578947368421
40285,V-25,2,Cluster,Precision,286,0.9999999991666666
40286,V-25,2,Cluster,Accuracy,286,0.7586206896551724
40287,V-25,4,Cluster,Recall,286,0.5833333333333334
40288,V-25,4,Cluster,Precision,286,0.6999999992999999
40289,V-25,4,Cluster,Accuracy,286,0.7142857142857143
40290,V-25,1,Cluster,Recall,678,0.9166666666666666
40291,V-25,1,Cluster,Precision,678,0.9166666659027777
40292,V-25,1,Cluster,Accuracy,678,0.9310344827586207
40293,V-25,0,Cluster,Recall,678,0.75
40294,V-25,0,Cluster,Precision,678,0.8571428565306122
40295,V-25,0,Cluster,Accuracy,678,0.7931034482758621
40296,V-25,3,Cluster,Recall,678,0.8888888888888888
40297,V-25,3,Cluster,Precision,678,0.7272727266115702
40298,V-25,3,Cluster,Accuracy,678,0.8620689655172413
40299,V-25,2,Cluster,Recall,678,0.46153846153846156
40300,V-25,2,Cluster,Precision,678,0.7499999990624999
40301,V-25,2,Cluster,Accuracy,678,0.6896551724137931
40302,V-25,4,Cluster,Recall,678,0.6666666666666666
40303,V-25,4,Cluster,Precision,678,0.7999999992
40304,V-25,4,Cluster,Accuracy,678,0.7857142857142857
40305,V-25,1,Cluster,Recall,679,0.6666666666666666
40306,V-25,1,Cluster,Precision,679,0.7999999994666667
40307,V-25,1,Cluster,Accuracy,679,0.6896551724137931
40308,V-25,0,Cluster,Recall,679,0.5
40309,V-25,0,Cluster,Precision,679,0.8749999989062499
40310,V-25,0,Cluster,Accuracy,679,0.7241379310344828
40311,V-25,3,Cluster,Recall,679,0.7
40312,V-25,3,Cluster,Precision,679,0.5384615380473372
40313,V-25,3,Cluster,Accuracy,679,0.6896551724137931
40314,V-25,2,Cluster,Recall,679,0.9090909090909091
40315,V-25,2,Cluster,Precision,679,0.9090909082644627
40316,V-25,2,Cluster,Accuracy,679,0.9310344827586207
40317,V-25,4,Cluster,Recall,679,0.625
40318,V-25,4,Cluster,Precision,679,0.8333333319444445
40319,V-25,4,Cluster,Accuracy,679,0.8571428571428572
40320,V-25,1,Cluster,Recall,674,0.6923076923076923
40321,V-25,1,Cluster,Precision,674,0.8181818174380164
40322,V-25,1,Cluster,Accuracy,674,0.7931034482758621
40323,V-25,0,Cluster,Recall,674,0.6666666666666666
40324,V-25,0,Cluster,Precision,674,0.5454545449586776
40325,V-25,0,Cluster,Accuracy,674,0.7241379310344828
40326,V-25,3,Cluster,Recall,674,1.0
40327,V-25,3,Cluster,Precision,674,0.7333333328444444
40328,V-25,3,Cluster,Accuracy,674,0.8620689655172413
40329,V-25,2,Cluster,Recall,674,0.5555555555555556
40330,V-25,2,Cluster,Precision,674,0.7142857132653061
40331,V-25,2,Cluster,Accuracy,674,0.7931034482758621
40332,V-25,4,Cluster,Recall,674,0.7777777777777778
40333,V-25,4,Cluster,Precision,674,0.8749999989062499
40334,V-25,4,Cluster,Accuracy,674,0.8928571428571429
40335,V-25,1,Cluster,Recall,675,0.6
40336,V-25,1,Cluster,Precision,675,0.749999999375
40337,V-25,1,Cluster,Accuracy,675,0.6896551724137931
40338,V-25,0,Cluster,Recall,675,0.6666666666666666
40339,V-25,0,Cluster,Precision,675,0.7999999992
40340,V-25,0,Cluster,Accuracy,675,0.7931034482758621
40341,V-25,3,Cluster,Recall,675,0.6
40342,V-25,3,Cluster,Precision,675,0.6666666659259258
40343,V-25,3,Cluster,Accuracy,675,0.7586206896551724
40344,V-25,2,Cluster,Recall,675,0.8181818181818182
40345,V-25,2,Cluster,Precision,675,0.6923076917751478
40346,V-25,2,Cluster,Accuracy,675,0.7931034482758621
40347,V-25,4,Cluster,Recall,675,0.7272727272727273
40348,V-25,4,Cluster,Precision,675,0.6153846149112425
40349,V-25,4,Cluster,Accuracy,675,0.7142857142857142
40350,V-25,1,Cluster,Recall,676,0.8571428571428571
40351,V-25,1,Cluster,Precision,676,0.9230769223668639
40352,V-25,1,Cluster,Accuracy,676,0.896551724137931
40353,V-25,0,Cluster,Recall,676,0.7857142857142857
40354,V-25,0,Cluster,Precision,676,0.8461538455029586
40355,V-25,0,Cluster,Accuracy,676,0.8275862068965517
40356,V-25,3,Cluster,Recall,676,0.5
40357,V-25,3,Cluster,Precision,676,0.8333333319444445
40358,V-25,3,Cluster,Accuracy,676,0.7931034482758621
40359,V-25,2,Cluster,Recall,676,0.6923076923076923
40360,V-25,2,Cluster,Precision,676,0.8999999991
40361,V-25,2,Cluster,Accuracy,676,0.8275862068965518
40362,V-25,4,Cluster,Recall,676,0.6428571428571429
40363,V-25,4,Cluster,Precision,676,0.749999999375
40364,V-25,4,Cluster,Accuracy,676,0.7142857142857143
40365,V-25,1,Cluster,Recall,677,0.8
40366,V-25,1,Cluster,Precision,677,0.74999999953125
40367,V-25,1,Cluster,Accuracy,677,0.7586206896551724
40368,V-25,0,Cluster,Recall,677,0.5833333333333334
40369,V-25,0,Cluster,Precision,677,0.7777777769135802
40370,V-25,0,Cluster,Accuracy,677,0.7586206896551725
40371,V-25,3,Cluster,Recall,677,0.5
40372,V-25,3,Cluster,Precision,677,0.8333333319444445
40373,V-25,3,Cluster,Accuracy,677,0.7931034482758621
40374,V-25,2,Cluster,Recall,677,0.8125
40375,V-25,2,Cluster,Precision,677,0.9285714279081632
40376,V-25,2,Cluster,Accuracy,677,0.8620689655172413
40377,V-25,4,Cluster,Recall,677,0.5714285714285714
40378,V-25,4,Cluster,Precision,677,0.8888888879012344
40379,V-25,4,Cluster,Accuracy,677,0.75
40380,V-25,1,Cluster,Recall,670,0.7
40381,V-25,1,Cluster,Precision,670,0.6363636357851239
40382,V-25,1,Cluster,Accuracy,670,0.7586206896551725
40383,V-25,0,Cluster,Recall,670,1.0
40384,V-25,0,Cluster,Precision,670,0.874999999453125
40385,V-25,0,Cluster,Accuracy,670,0.9310344827586208
40386,V-25,3,Cluster,Recall,670,0.5
40387,V-25,3,Cluster,Precision,670,0.7999999984
40388,V-25,3,Cluster,Accuracy,670,0.8275862068965518
40389,V-25,2,Cluster,Recall,670,0.5454545454545454
40390,V-25,2,Cluster,Precision,670,0.4999999995833333
40391,V-25,2,Cluster,Accuracy,670,0.6206896551724138
40392,V-25,4,Cluster,Recall,670,0.7142857142857143
40393,V-25,4,Cluster,Precision,670,0.49999999949999996
40394,V-25,4,Cluster,Accuracy,670,0.75
40395,V-25,1,Cluster,Recall,671,0.9090909090909091
40396,V-25,1,Cluster,Precision,671,0.8333333326388889
40397,V-25,1,Cluster,Accuracy,671,0.896551724137931
40398,V-25,0,Cluster,Recall,671,0.875
40399,V-25,0,Cluster,Precision,671,0.6363636357851239
40400,V-25,0,Cluster,Accuracy,671,0.8275862068965517
40401,V-25,3,Cluster,Recall,671,0.6
40402,V-25,3,Cluster,Precision,671,0.5454545449586776
40403,V-25,3,Cluster,Accuracy,671,0.6896551724137931
40404,V-25,2,Cluster,Recall,671,1.0
40405,V-25,2,Cluster,Precision,671,0.7777777769135802
40406,V-25,2,Cluster,Accuracy,671,0.9310344827586208
40407,V-25,4,Cluster,Recall,671,0.875
40408,V-25,4,Cluster,Precision,671,0.6363636357851239
40409,V-25,4,Cluster,Accuracy,671,0.8214285714285714
40410,V-25,1,Cluster,Recall,672,0.7857142857142857
40411,V-25,1,Cluster,Precision,672,0.7857142851530612
40412,V-25,1,Cluster,Accuracy,672,0.7931034482758621
40413,V-25,0,Cluster,Recall,672,0.9230769230769231
40414,V-25,0,Cluster,Precision,672,0.9230769223668639
40415,V-25,0,Cluster,Accuracy,672,0.9310344827586208
40416,V-25,3,Cluster,Recall,672,0.5555555555555556
40417,V-25,3,Cluster,Precision,672,0.8333333319444445
40418,V-25,3,Cluster,Accuracy,672,0.8275862068965517
40419,V-25,2,Cluster,Recall,672,0.6363636363636364
40420,V-25,2,Cluster,Precision,672,0.6999999992999999
40421,V-25,2,Cluster,Accuracy,672,0.7586206896551725
40422,V-25,4,Cluster,Recall,672,0.6428571428571429
40423,V-25,4,Cluster,Precision,672,0.6923076917751478
40424,V-25,4,Cluster,Accuracy,672,0.6785714285714286
40425,V-25,1,Cluster,Recall,673,0.5714285714285714
40426,V-25,1,Cluster,Precision,673,0.8888888879012344
40427,V-25,1,Cluster,Accuracy,673,0.7586206896551724
40428,V-25,0,Cluster,Recall,673,0.625
40429,V-25,0,Cluster,Precision,673,0.9090909082644627
40430,V-25,0,Cluster,Accuracy,673,0.7586206896551724
40431,V-25,3,Cluster,Recall,673,0.8888888888888888
40432,V-25,3,Cluster,Precision,673,0.7999999992
40433,V-25,3,Cluster,Accuracy,673,0.896551724137931
40434,V-25,2,Cluster,Recall,673,0.9166666666666666
40435,V-25,2,Cluster,Precision,673,0.7857142851530612
40436,V-25,2,Cluster,Accuracy,673,0.8620689655172413
40437,V-25,4,Cluster,Recall,673,0.6923076923076923
40438,V-25,4,Cluster,Precision,673,0.749999999375
40439,V-25,4,Cluster,Accuracy,673,0.75
40440,V-25,1,Cluster,Recall,263,0.5833333333333334
40441,V-25,1,Cluster,Precision,263,0.6363636357851239
40442,V-25,1,Cluster,Accuracy,263,0.6896551724137931
40443,V-25,0,Cluster,Recall,263,0.6666666666666666
40444,V-25,0,Cluster,Precision,263,0.7272727266115702
40445,V-25,0,Cluster,Accuracy,263,0.7586206896551724
40446,V-25,3,Cluster,Recall,263,0.7333333333333333
40447,V-25,3,Cluster,Precision,263,0.8461538455029586
40448,V-25,3,Cluster,Accuracy,263,0.7931034482758621
40449,V-25,2,Cluster,Recall,263,0.7777777777777778
40450,V-25,2,Cluster,Precision,263,0.7777777769135802
40451,V-25,2,Cluster,Accuracy,263,0.8620689655172414
40452,V-25,4,Cluster,Recall,263,0.75
40453,V-25,4,Cluster,Precision,263,0.9999999988888888
40454,V-25,4,Cluster,Accuracy,263,0.8928571428571428
40455,V-25,1,Cluster,Recall,262,0.631578947368421
40456,V-25,1,Cluster,Precision,262,0.9999999991666666
40457,V-25,1,Cluster,Accuracy,262,0.7586206896551724
40458,V-25,0,Cluster,Recall,262,0.8125
40459,V-25,0,Cluster,Precision,262,0.9285714279081632
40460,V-25,0,Cluster,Accuracy,262,0.8620689655172413
40461,V-25,3,Cluster,Recall,262,0.7857142857142857
40462,V-25,3,Cluster,Precision,262,0.999999999090909
40463,V-25,3,Cluster,Accuracy,262,0.896551724137931
40464,V-25,2,Cluster,Recall,262,0.6666666666666666
40465,V-25,2,Cluster,Precision,262,0.9999999989999999
40466,V-25,2,Cluster,Accuracy,262,0.8275862068965518
40467,V-25,4,Cluster,Recall,262,0.5
40468,V-25,4,Cluster,Precision,262,0.7499999990624999
40469,V-25,4,Cluster,Accuracy,262,0.7142857142857143
40470,V-25,1,Cluster,Recall,261,1.0
40471,V-25,1,Cluster,Precision,261,0.9999999985714286
40472,V-25,1,Cluster,Accuracy,261,1.0
40473,V-25,0,Cluster,Recall,261,0.6
40474,V-25,0,Cluster,Precision,261,0.9999999988888888
40475,V-25,0,Cluster,Accuracy,261,0.7931034482758621
40476,V-25,3,Cluster,Recall,261,0.7692307692307693
40477,V-25,3,Cluster,Precision,261,0.7692307686390532
40478,V-25,3,Cluster,Accuracy,261,0.7931034482758621
40479,V-25,2,Cluster,Recall,261,0.7222222222222222
40480,V-25,2,Cluster,Precision,261,0.8666666660888889
40481,V-25,2,Cluster,Accuracy,261,0.7586206896551724
40482,V-25,4,Cluster,Recall,261,0.7692307692307693
40483,V-25,4,Cluster,Precision,261,0.8333333326388889
40484,V-25,4,Cluster,Accuracy,261,0.8214285714285714
40485,V-25,1,Cluster,Recall,260,0.46153846153846156
40486,V-25,1,Cluster,Precision,260,0.6666666659259258
40487,V-25,1,Cluster,Accuracy,260,0.6551724137931034
40488,V-25,0,Cluster,Recall,260,0.9090909090909091
40489,V-25,0,Cluster,Precision,260,0.8333333326388889
40490,V-25,0,Cluster,Accuracy,260,0.896551724137931
40491,V-25,3,Cluster,Recall,260,0.75
40492,V-25,3,Cluster,Precision,260,0.9999999988888888
40493,V-25,3,Cluster,Accuracy,260,0.896551724137931
40494,V-25,2,Cluster,Recall,260,0.7272727272727273
40495,V-25,2,Cluster,Precision,260,0.7999999992
40496,V-25,2,Cluster,Accuracy,260,0.8275862068965517
40497,V-25,4,Cluster,Recall,260,0.9375
40498,V-25,4,Cluster,Precision,260,0.9374999994140625
40499,V-25,4,Cluster,Accuracy,260,0.9285714285714286
40500,V-25,1,Cluster,Recall,267,0.7333333333333333
40501,V-25,1,Cluster,Precision,267,0.8461538455029586
40502,V-25,1,Cluster,Accuracy,267,0.7931034482758621
40503,V-25,0,Cluster,Recall,267,0.75
40504,V-25,0,Cluster,Precision,267,0.749999999375
40505,V-25,0,Cluster,Accuracy,267,0.7931034482758621
40506,V-25,3,Cluster,Recall,267,0.6
40507,V-25,3,Cluster,Precision,267,0.5999999993999999
40508,V-25,3,Cluster,Accuracy,267,0.7241379310344828
40509,V-25,2,Cluster,Recall,267,0.6153846153846154
40510,V-25,2,Cluster,Precision,267,0.7999999992
40511,V-25,2,Cluster,Accuracy,267,0.7586206896551724
40512,V-25,4,Cluster,Recall,267,0.5882352941176471
40513,V-25,4,Cluster,Precision,267,0.9999999989999999
40514,V-25,4,Cluster,Accuracy,267,0.75
40515,V-25,1,Cluster,Recall,266,0.5882352941176471
40516,V-25,1,Cluster,Precision,266,0.9090909082644627
40517,V-25,1,Cluster,Accuracy,266,0.7241379310344828
40518,V-25,0,Cluster,Recall,266,0.6470588235294118
40519,V-25,0,Cluster,Precision,266,0.999999999090909
40520,V-25,0,Cluster,Accuracy,266,0.7931034482758621
40521,V-25,3,Cluster,Recall,266,0.8571428571428571
40522,V-25,3,Cluster,Precision,266,0.9230769223668639
40523,V-25,3,Cluster,Accuracy,266,0.896551724137931
40524,V-25,2,Cluster,Recall,266,0.5555555555555556
40525,V-25,2,Cluster,Precision,266,0.7142857132653061
40526,V-25,2,Cluster,Accuracy,266,0.7931034482758621
40527,V-25,4,Cluster,Recall,266,0.8125
40528,V-25,4,Cluster,Precision,266,0.9999999992307692
40529,V-25,4,Cluster,Accuracy,266,0.8928571428571428
40530,V-25,1,Cluster,Recall,265,0.6
40531,V-25,1,Cluster,Precision,265,0.9999999988888888
40532,V-25,1,Cluster,Accuracy,265,0.7931034482758621
40533,V-25,0,Cluster,Recall,265,0.75
40534,V-25,0,Cluster,Precision,265,0.9999999988888888
40535,V-25,0,Cluster,Accuracy,265,0.896551724137931
40536,V-25,3,Cluster,Recall,265,0.4375
40537,V-25,3,Cluster,Precision,265,0.6999999992999999
40538,V-25,3,Cluster,Accuracy,265,0.5862068965517242
40539,V-25,2,Cluster,Recall,265,0.6875
40540,V-25,2,Cluster,Precision,265,0.9166666659027777
40541,V-25,2,Cluster,Accuracy,265,0.7931034482758621
40542,V-25,4,Cluster,Recall,265,0.75
40543,V-25,4,Cluster,Precision,265,0.7999999994666667
40544,V-25,4,Cluster,Accuracy,265,0.75
40545,V-25,1,Cluster,Recall,264,0.5555555555555556
40546,V-25,1,Cluster,Precision,264,0.5555555549382716
40547,V-25,1,Cluster,Accuracy,264,0.7241379310344828
40548,V-25,0,Cluster,Recall,264,0.875
40549,V-25,0,Cluster,Precision,264,0.6363636357851239
40550,V-25,0,Cluster,Accuracy,264,0.8275862068965517
40551,V-25,3,Cluster,Recall,264,0.6153846153846154
40552,V-25,3,Cluster,Precision,264,0.666666666111111
40553,V-25,3,Cluster,Accuracy,264,0.6896551724137931
40554,V-25,2,Cluster,Recall,264,0.7222222222222222
40555,V-25,2,Cluster,Precision,264,0.8124999994921874
40556,V-25,2,Cluster,Accuracy,264,0.7241379310344828
40557,V-25,4,Cluster,Recall,264,0.625
40558,V-25,4,Cluster,Precision,264,0.6249999992187499
40559,V-25,4,Cluster,Accuracy,264,0.7857142857142857
40560,V-25,1,Cluster,Recall,269,0.9333333333333333
40561,V-25,1,Cluster,Precision,269,0.9333333327111111
40562,V-25,1,Cluster,Accuracy,269,0.9310344827586208
40563,V-25,0,Cluster,Recall,269,0.6153846153846154
40564,V-25,0,Cluster,Precision,269,0.666666666111111
40565,V-25,0,Cluster,Accuracy,269,0.6896551724137931
40566,V-25,3,Cluster,Recall,269,0.6923076923076923
40567,V-25,3,Cluster,Precision,269,0.8999999991
40568,V-25,3,Cluster,Accuracy,269,0.8275862068965518
40569,V-25,2,Cluster,Recall,269,0.7142857142857143
40570,V-25,2,Cluster,Precision,269,0.9999999989999999
40571,V-25,2,Cluster,Accuracy,269,0.8620689655172414
40572,V-25,4,Cluster,Recall,269,0.5454545454545454
40573,V-25,4,Cluster,Precision,269,0.7499999990624999
40574,V-25,4,Cluster,Accuracy,269,0.75
40575,V-25,1,Cluster,Recall,268,0.7692307692307693
40576,V-25,1,Cluster,Precision,268,0.7692307686390532
40577,V-25,1,Cluster,Accuracy,268,0.7931034482758621
40578,V-25,0,Cluster,Recall,268,0.5
40579,V-25,0,Cluster,Precision,268,0.8999999991
40580,V-25,0,Cluster,Accuracy,268,0.6551724137931034
40581,V-25,3,Cluster,Recall,268,0.7692307692307693
40582,V-25,3,Cluster,Precision,268,0.9090909082644627
40583,V-25,3,Cluster,Accuracy,268,0.8620689655172414
40584,V-25,2,Cluster,Recall,268,0.7857142857142857
40585,V-25,2,Cluster,Precision,268,0.9166666659027777
40586,V-25,2,Cluster,Accuracy,268,0.8620689655172413
40587,V-25,4,Cluster,Recall,268,0.5714285714285714
40588,V-25,4,Cluster,Precision,268,0.8888888879012344
40589,V-25,4,Cluster,Accuracy,268,0.75
40590,V-25,1,Cluster,Recall,59,0.8461538461538461
40591,V-25,1,Cluster,Precision,59,0.7857142851530612
40592,V-25,1,Cluster,Accuracy,59,0.8275862068965517
40593,V-25,0,Cluster,Recall,59,0.7272727272727273
40594,V-25,0,Cluster,Precision,59,0.8888888879012344
40595,V-25,0,Cluster,Accuracy,59,0.8620689655172413
40596,V-25,3,Cluster,Recall,59,0.5
40597,V-25,3,Cluster,Precision,59,0.5999999993999999
40598,V-25,3,Cluster,Accuracy,59,0.6551724137931034
40599,V-25,2,Cluster,Recall,59,0.7
40600,V-25,2,Cluster,Precision,59,0.6999999992999999
40601,V-25,2,Cluster,Accuracy,59,0.7931034482758621
40602,V-25,4,Cluster,Recall,59,0.6666666666666666
40603,V-25,4,Cluster,Precision,59,0.5999999993999999
40604,V-25,4,Cluster,Accuracy,59,0.75
40605,V-25,1,Cluster,Recall,58,0.6666666666666666
40606,V-25,1,Cluster,Precision,58,0.74999999953125
40607,V-25,1,Cluster,Accuracy,58,0.6551724137931034
40608,V-25,0,Cluster,Recall,58,0.25
40609,V-25,0,Cluster,Precision,58,0.7499999981250001
40610,V-25,0,Cluster,Accuracy,58,0.6551724137931034
40611,V-25,3,Cluster,Recall,58,0.7333333333333333
40612,V-25,3,Cluster,Precision,58,0.9166666659027777
40613,V-25,3,Cluster,Accuracy,58,0.8275862068965517
40614,V-25,2,Cluster,Recall,58,0.8666666666666667
40615,V-25,2,Cluster,Precision,58,0.8666666660888889
40616,V-25,2,Cluster,Accuracy,58,0.8620689655172413
40617,V-25,4,Cluster,Recall,58,0.4444444444444444
40618,V-25,4,Cluster,Precision,58,0.49999999937499995
40619,V-25,4,Cluster,Accuracy,58,0.6785714285714286
40620,V-25,1,Cluster,Recall,55,0.6428571428571429
40621,V-25,1,Cluster,Precision,55,0.6923076917751478
40622,V-25,1,Cluster,Accuracy,55,0.6896551724137931
40623,V-25,0,Cluster,Recall,55,0.6428571428571429
40624,V-25,0,Cluster,Precision,55,0.8181818174380164
40625,V-25,0,Cluster,Accuracy,55,0.7586206896551724
40626,V-25,3,Cluster,Recall,55,0.6363636363636364
40627,V-25,3,Cluster,Precision,55,0.8749999989062499
40628,V-25,3,Cluster,Accuracy,55,0.8275862068965517
40629,V-25,2,Cluster,Recall,55,0.6666666666666666
40630,V-25,2,Cluster,Precision,55,0.7692307686390532
40631,V-25,2,Cluster,Accuracy,55,0.7241379310344828
40632,V-25,4,Cluster,Recall,55,0.6
40633,V-25,4,Cluster,Precision,55,0.8999999991
40634,V-25,4,Cluster,Accuracy,55,0.75
40635,V-25,1,Cluster,Recall,54,0.9230769230769231
40636,V-25,1,Cluster,Precision,54,0.9230769223668639
40637,V-25,1,Cluster,Accuracy,54,0.9310344827586208
40638,V-25,0,Cluster,Recall,54,0.9166666666666666
40639,V-25,0,Cluster,Precision,54,0.8461538455029586
40640,V-25,0,Cluster,Accuracy,54,0.896551724137931
40641,V-25,3,Cluster,Recall,54,0.6666666666666666
40642,V-25,3,Cluster,Precision,54,0.8888888879012344
40643,V-25,3,Cluster,Accuracy,54,0.8275862068965517
40644,V-25,2,Cluster,Recall,54,0.6666666666666666
40645,V-25,2,Cluster,Precision,54,0.9090909082644627
40646,V-25,2,Cluster,Accuracy,54,0.7931034482758621
40647,V-25,4,Cluster,Recall,54,0.5833333333333334
40648,V-25,4,Cluster,Precision,54,0.7777777769135802
40649,V-25,4,Cluster,Accuracy,54,0.75
40650,V-25,1,Cluster,Recall,57,0.75
40651,V-25,1,Cluster,Precision,57,0.2727272724793388
40652,V-25,1,Cluster,Accuracy,57,0.689655172413793
40653,V-25,0,Cluster,Recall,57,0.6666666666666666
40654,V-25,0,Cluster,Precision,57,0.3636363633057851
40655,V-25,0,Cluster,Accuracy,57,0.6896551724137931
40656,V-25,3,Cluster,Recall,57,0.6666666666666666
40657,V-25,3,Cluster,Precision,57,0.3636363633057851
40658,V-25,3,Cluster,Accuracy,57,0.6896551724137931
40659,V-25,2,Cluster,Recall,57,0.375
40660,V-25,2,Cluster,Precision,57,0.29999999969999996
40661,V-25,2,Cluster,Accuracy,57,0.5862068965517242
40662,V-25,4,Cluster,Recall,57,0.6666666666666666
40663,V-25,4,Cluster,Precision,57,0.3636363633057851
40664,V-25,4,Cluster,Accuracy,57,0.6785714285714286
40665,V-25,1,Cluster,Recall,56,0.631578947368421
40666,V-25,1,Cluster,Precision,56,0.9999999991666666
40667,V-25,1,Cluster,Accuracy,56,0.7586206896551724
40668,V-25,0,Cluster,Recall,56,0.36363636363636365
40669,V-25,0,Cluster,Precision,56,0.6666666655555555
40670,V-25,0,Cluster,Accuracy,56,0.6896551724137931
40671,V-25,3,Cluster,Recall,56,0.8666666666666667
40672,V-25,3,Cluster,Precision,56,0.9285714279081632
40673,V-25,3,Cluster,Accuracy,56,0.896551724137931
40674,V-25,2,Cluster,Recall,56,0.6923076923076923
40675,V-25,2,Cluster,Precision,56,0.9999999988888888
40676,V-25,2,Cluster,Accuracy,56,0.8620689655172413
40677,V-25,4,Cluster,Recall,56,0.8
40678,V-25,4,Cluster,Precision,56,0.8571428565306122
40679,V-25,4,Cluster,Accuracy,56,0.8214285714285714
40680,V-25,1,Cluster,Recall,51,0.8421052631578947
40681,V-25,1,Cluster,Precision,51,0.999999999375
40682,V-25,1,Cluster,Accuracy,51,0.896551724137931
40683,V-25,0,Cluster,Recall,51,0.625
40684,V-25,0,Cluster,Precision,51,0.9090909082644627
40685,V-25,0,Cluster,Accuracy,51,0.7586206896551724
40686,V-25,3,Cluster,Recall,51,0.7272727272727273
40687,V-25,3,Cluster,Precision,51,0.7272727266115702
40688,V-25,3,Cluster,Accuracy,51,0.7931034482758621
40689,V-25,2,Cluster,Recall,51,0.5
40690,V-25,2,Cluster,Precision,51,0.9999999985714286
40691,V-25,2,Cluster,Accuracy,51,0.7586206896551725
40692,V-25,4,Cluster,Recall,51,0.6153846153846154
40693,V-25,4,Cluster,Precision,51,0.8888888879012344
40694,V-25,4,Cluster,Accuracy,51,0.7857142857142857
40695,V-25,1,Cluster,Recall,258,0.8461538461538461
40696,V-25,1,Cluster,Precision,258,0.8461538455029586
40697,V-25,1,Cluster,Accuracy,258,0.8620689655172413
40698,V-25,0,Cluster,Recall,258,0.6923076923076923
40699,V-25,0,Cluster,Precision,258,0.9999999988888888
40700,V-25,0,Cluster,Accuracy,258,0.8620689655172413
40701,V-25,3,Cluster,Recall,258,0.8
40702,V-25,3,Cluster,Precision,258,0.9999999991666666
40703,V-25,3,Cluster,Accuracy,258,0.896551724137931
40704,V-25,2,Cluster,Recall,258,0.3333333333333333
40705,V-25,2,Cluster,Precision,258,0.571428570612245
40706,V-25,2,Cluster,Accuracy,258,0.6206896551724138
40707,V-25,4,Cluster,Recall,258,0.75
40708,V-25,4,Cluster,Precision,258,0.8571428565306122
40709,V-25,4,Cluster,Accuracy,258,0.7857142857142857
40710,V-25,1,Cluster,Recall,53,0.9411764705882353
40711,V-25,1,Cluster,Precision,53,0.941176470034602
40712,V-25,1,Cluster,Accuracy,53,0.9310344827586207
40713,V-25,0,Cluster,Recall,53,0.7
40714,V-25,0,Cluster,Precision,53,0.6999999992999999
40715,V-25,0,Cluster,Accuracy,53,0.7931034482758621
40716,V-25,3,Cluster,Recall,53,0.6
40717,V-25,3,Cluster,Precision,53,0.6666666659259258
40718,V-25,3,Cluster,Accuracy,53,0.7586206896551724
40719,V-25,2,Cluster,Recall,53,0.6923076923076923
40720,V-25,2,Cluster,Precision,53,0.8999999991
40721,V-25,2,Cluster,Accuracy,53,0.8275862068965518
